,E1,pt1,eta1,phi1
1163,-0.91801685,-0.3257004,-0.09513229,1.4494745
1164,1.2442669,1.0362614,1.1933348,0.5360426
1165,0.49243942,0.971982,0.623501,0.5386695
1166,0.35385454,0.32064837,0.99362636,1.0255189
1167,-0.26442435,-0.17941087,0.84372765,-1.0052942
1168,-0.0041861334,0.7468167,-0.071095884,-0.22973214
1169,-0.023574509,0.52828634,0.40389642,-0.71721697
1170,-2.0976055,-1.6759756,0.092699654,-1.2975948
1171,-2.0411754,-1.715154,-0.24785496,0.16794913
1172,-0.46197477,0.09888476,-0.37003264,0.9248413
1173,0.5113304,0.44705716,-1.0223824,0.4445463
1174,-0.92532015,-0.4764667,0.37118244,0.62441105
1175,0.5557958,1.3780609,-0.18064216,0.3832116
1176,-1.4203287,-1.0760608,0.45284387,-1.4037812
1177,0.70912147,-1.3434372,-2.1251602,0.07927349
1178,-1.0448521,-1.3327587,-1.0246714,0.54082966
1179,-0.531753,0.06183769,-0.30759868,-1.2217847
1180,-1.0264307,-0.46701303,-0.1633412,1.1742345
1181,1.7955482,-0.013141644,-2.0886137,1.0018755
1182,0.45003763,1.1227082,-0.3920048,0.6206884
1183,-0.77560097,-0.48289037,0.6129212,-0.46161005
1184,-0.061437476,0.61044616,0.2902497,1.3546729
1185,-0.28626257,0.33633313,0.30697268,0.14257523
1186,1.0659361,1.8104979,-0.42066747,0.04751461
1187,1.1730244,1.2016588,1.0410609,-0.25855824
1188,0.4395673,0.31019184,1.0686606,-0.33212027
1189,1.5258783,1.2700247,-1.2549216,-1.4446131
1190,0.2513189,0.96457684,-0.31032863,-0.9537396
1191,-1.0408708,-0.8814145,0.69752103,-1.7145891
1192,-1.1262273,-1.0066841,-0.72593945,0.24814846
1193,2.4228492,2.3265948,-1.243884,1.5858536
1194,0.45838428,-1.4490105,2.0277522,0.9197498
1195,0.723159,1.5264498,0.25153077,1.6229517
1196,0.80662084,-0.15601876,-1.5821748,1.68923
1197,0.58080333,0.9683182,-0.7280483,1.3214142
1198,-0.93739367,-1.6093588,-1.2742544,-0.7124094
1199,0.12473812,-1.0399737,-1.631538,0.587719
1200,1.4170897,0.9656813,1.3436233,0.23085025
1201,1.4411812,1.8116292,0.82742625,-1.590947
1202,1.3394552,0.37048662,1.6204253,0.06721477
1203,-1.7230011,-1.722824,-0.74580264,1.0346613
1204,-0.6490734,-0.8262437,-0.99947196,-0.5129966
1205,0.37352052,0.11297297,-1.1490782,-1.2555107
1206,1.1746507,2.0801635,0.19439574,-1.1560628
1207,0.5737082,1.2169478,-0.43578586,0.6408873
1208,0.10221281,-0.43994644,1.2743266,-0.018112468
1209,-0.398667,-0.21232347,0.7380679,-1.3542632
1210,0.56254387,1.2339991,-0.436187,0.145905
1211,0.1004292,0.43482223,-0.68435115,-0.23067921
1212,-0.05774996,0.542059,-0.26048362,-0.5507442
1213,0.13635124,-0.462678,-1.3294199,1.2125958
1214,0.47449923,0.15768993,-1.1960958,0.42298627
1215,2.0542965,1.7506524,-1.3318223,-1.3484983
1216,2.381986,0.13910623,-2.3438954,-1.136465
1217,2.1281326,2.4799633,-0.9308267,-0.4602835
1218,1.2318256,0.47069263,-1.5121187,-0.95369506
1219,1.6042045,0.6016076,-1.6692291,-1.6156421
1220,-0.30180845,0.3583747,-0.24148962,-0.51347905
1221,-0.66941255,-0.18629184,-0.4352997,1.7102413
1222,-0.5643022,-0.13149811,0.49049422,-1.092467
1223,-0.1146913,0.5762071,-0.2382248,-0.9362672
1224,0.42236274,-0.04478128,-1.2624801,1.6153841
1225,0.6817265,0.9250373,-0.84987926,1.1881734
1226,0.52178454,1.2963424,-0.2703665,0.9338668
1227,-0.27877188,0.34829795,-0.31561965,0.8736372
1228,-1.1794325,-1.2678909,-0.839474,-1.2626667
1229,-0.71611726,-0.10958223,0.085973054,-0.77789736
1230,-0.39438266,-0.5129067,-0.9726859,0.8915436
1231,-0.5179861,-0.6764053,-0.9986832,-1.2732725
1232,0.31430513,-1.1662488,1.8034414,0.6621992
1233,-1.0738479,-0.8628147,0.6134357,-0.081172444
1234,0.47733775,-0.9409578,-1.7925242,1.1931036
1235,0.20749901,0.5946919,0.66698855,-1.2547762
1236,0.06808131,0.68582934,-0.40993357,1.1366688
1237,-0.47037232,-1.4273353,1.4670317,1.6066647
1238,1.857882,-0.578887,2.3893647,1.5754203
1239,0.87977433,1.3560301,-0.6841052,0.019983543
1240,-0.75455624,-0.25335526,0.39214602,1.2897971
1241,0.23978212,-0.15910491,-1.2180123,-1.69286
1242,-0.9244179,-0.45608586,0.3976716,-0.5145524
1243,2.10108,1.3042183,-1.6034114,-1.1513499
1244,1.551566,0.13917041,1.8666188,-0.842534
1245,0.62676543,0.9146958,-0.8069708,0.92316633
1246,-1.201981,-2.1717372,1.4089879,-0.027289527
1247,0.25410652,0.93066674,0.36285096,-0.7455234
1248,-0.69809836,-0.64476836,0.8261706,-1.3670946
1249,-0.55507874,0.11812635,0.04731994,-1.2728775
1250,-0.63317823,-0.7048519,0.9167063,-0.8879733
1251,-0.4728222,-0.29193738,-0.7563518,1.5853583
1252,0.38770613,1.1459291,0.26201537,-1.4912988
1253,-1.6424102,-1.2180313,-0.2879032,1.6976768
1254,-0.3848932,-0.05276139,-0.6373177,1.4049755
1255,0.17167412,0.95132035,-0.10657323,0.91657245
1256,-0.13380902,0.50691336,-0.24399406,-1.0391372
1257,0.3131947,0.9028139,-0.419728,-0.7314064
1258,0.15142056,0.78208,-0.4161822,1.0334482
1259,-0.7645963,-0.17707354,-0.1247027,-1.2928426
1260,1.7780244,-1.2445469,2.6632996,0.95446086
1261,0.04958821,0.749745,-0.26620528,0.1602713
1262,-0.7661,-1.641453,-1.402989,-0.7193816
1263,-0.28674376,0.14123765,0.56092876,-0.9902535
1264,-0.48288536,-0.6607634,0.99123865,0.8469223
1265,1.5767124,-0.31442288,2.104517,-0.78370667
1266,1.0681406,0.604897,-1.333001,-0.39554888
1267,0.20344368,0.9943124,-0.034335822,-1.7107162
1268,-1.5747648,-1.1982361,-0.3661015,-1.4813273
1269,-1.346826,-0.89617664,-0.2912281,1.5305986
1270,-0.30559078,-1.344809,1.5208486,-1.69991
1271,-0.97153205,-0.41454595,-0.24265005,-0.2556864
1272,0.20361255,0.033439305,1.0741104,-0.16429031
1273,0.014154283,0.7707864,0.05599762,1.036069
1274,0.1296841,0.22993879,-0.8917112,1.2362224
1275,-0.20770046,0.51083386,-0.08089285,-1.4362497
1276,-0.45401216,-0.17818604,0.66261435,0.93677706
1277,-1.5558923,-1.0564314,-0.03082271,-0.3934327
1278,-1.7629623,-1.3317184,-0.14457496,-0.8445261
1279,0.11609073,0.8169288,0.16346772,0.13704473
1280,-0.9283784,-0.7585759,-0.7090702,0.31330147
1281,-0.46322632,-0.049696643,-0.5543587,1.6986005
1282,1.5405844,0.13060462,1.8578135,0.844908
1283,2.140856,0.1591501,-2.1997604,-0.5678505
1284,0.8991049,-0.18464716,1.6451863,-1.2224803
1285,-2.0376568,-1.8477352,0.5189427,1.2076991
1286,-1.086465,-0.7071197,-0.4727494,-1.3767991
1287,-1.4289507,-1.3704075,0.7324143,-0.7668185
1288,-0.27743706,0.33181623,0.29853812,1.4244345
1289,0.5328101,0.5547779,-0.9829574,-0.25244012
1290,-0.2342626,-1.7019886,-1.7614172,0.03128066
1291,-0.32324412,0.32302582,-0.034547057,-1.4024068
1292,-2.0938625,-1.7335479,-0.2376514,-0.94848675
1293,0.005375035,0.7619131,-0.07510637,-1.5817602
1294,-2.244551,-2.2613878,0.6774788,1.5675632
1295,-0.99467504,-0.85506195,-0.7308814,-0.77361274
1296,1.7691966,-0.3506623,-2.237973,1.546652
1297,-0.84246206,-0.56219137,-0.5945486,1.5743296
1298,-0.10250446,-0.18661544,0.98388624,0.20651579
1299,-0.4213242,0.17040356,-0.32846704,1.5831827
1300,-0.035523076,0.6529488,-0.11683323,-0.91043144
1301,0.38905713,0.1645709,-1.1241257,-0.3663177
1302,-0.035877023,0.6854255,-0.19564381,1.3028122
1303,1.6090094,1.2843294,-1.303095,-0.9381925
1304,0.76748323,-0.12705342,1.5333028,1.4028889
1305,0.70936435,1.1147414,0.7225994,0.11964971
1306,-1.6313152,-2.0139537,1.0236512,0.29358053
1307,0.22446066,0.42726734,-0.8287004,1.6965528
1308,-1.9327615,-1.5586113,-0.28469616,0.86695987
1309,0.08412918,-0.41616392,-1.2624915,-1.3495889
1310,-0.7731743,-0.14504878,0.010609862,-0.10366339
1311,0.8427835,1.2020761,0.77592,-0.44860482
1312,0.24839249,0.68896896,-0.6334171,1.1910613
1313,0.34817058,-1.6897296,-2.0878656,1.3251145
1314,2.0290136,0.83671594,1.7931176,0.12019335
1315,-0.79263896,-0.2134761,-0.24544458,-1.1183026
1316,-0.86249125,-1.0224864,0.95381266,-1.1305555
1317,-1.6296659,-1.1842549,-0.05787248,-0.22802943
1318,1.0813107,1.8448225,0.41592902,1.1436856
1319,-0.32234424,-0.8446536,-1.2398157,0.99445254
1320,-0.82880163,-0.376603,0.39895445,-1.1231159
1321,0.23342729,-0.10272265,1.1782743,-1.529037
1322,0.7437133,1.2974629,0.577245,-0.22286005
1323,-1.4154637,-2.272692,1.3307272,1.6479418
1324,-0.36846364,-0.13623965,-0.7257037,0.46279156
1325,-0.53954214,0.12749976,0.020619087,0.28182673
1326,0.14671747,0.27981448,0.86260265,1.0817866
1327,-3.0973132,-2.8747356,-0.094324976,1.5761214
1328,-1.3341324,-1.0029373,-0.375386,0.3899362
1329,-0.9607541,-0.6756298,0.5627646,-0.814645
1330,-1.0202518,-2.10734,-1.4971261,0.14007123
1331,0.016865557,0.3299576,-0.7145505,-0.31530726
1332,0.1206342,0.8256657,-0.28442755,0.70675933
1333,-0.6512133,-0.5133506,0.7636244,-0.68223333
1334,-1.3233476,-0.77313215,0.014744326,0.119032055
1335,-0.53638905,-0.8336595,-1.0571555,-0.15780215
1336,-1.0411507,-0.5602338,-0.19451512,1.3183815
1337,0.76375407,1.4873382,0.3824456,-1.392758
1338,0.12936717,0.8312791,0.19535445,0.9475053
1339,0.5491379,1.1355314,0.52666676,-0.29024443
1340,-0.07461213,-0.34330264,1.106345,0.35486516
1341,-0.40158418,-1.3064756,1.431063,0.84037846
1342,0.42351714,-0.5558212,1.5499158,-1.053627
1343,0.59504676,-0.26977277,-1.5085263,-0.3844801
1344,-0.44231573,-0.82477283,-1.1481943,-1.4225055
1345,-0.025550129,0.7235877,0.060726352,0.29678842
1346,0.5573411,1.3140944,-0.30039588,-1.0059953
1347,-0.20352714,-0.6111123,-1.1726947,0.8950993
1348,-1.4793452,-1.3791926,-0.68699384,0.5541654
1349,0.29151145,0.8692167,-0.50263715,1.6257508
1350,0.8480071,-1.631371,2.3334513,-0.4386272
1351,-0.36179188,0.2192202,0.22110589,-0.09896922
1352,1.1339792,1.5330447,0.779076,1.1063703
1353,0.33943528,0.9959705,-0.41314623,-1.7124189
1354,-1.1490927,-1.6883897,1.1630324,1.0901556
1355,1.4422129,0.15512528,1.7946022,-0.310666
1356,1.4628621,2.2468607,-0.47782516,1.0932438
1357,0.53529465,1.242704,0.2944891,1.0422511
1358,1.144637,-0.5219806,-1.9683555,0.5282991
1359,0.56037855,1.2314211,0.412943,-0.6293655
1360,1.6303989,1.5143942,-1.1795167,-0.52177733
1361,-1.3510617,-1.1763791,0.6102468,-0.5827354
1362,-1.2699387,-1.1636815,-0.6994582,-0.5419874
1363,1.2651035,0.6874339,1.4081379,-0.3384565
1364,0.097995535,0.21305327,-0.87742573,0.82483697
1365,-0.09499756,0.14660229,0.754613,-1.3394338
1366,-0.19207594,-0.7136209,1.2433895,-1.2945733
1367,-0.8160873,-0.2064935,0.14444992,-0.31249332
1368,-1.4452137,-1.3540915,-0.7060445,-1.3867818
1369,0.09071304,0.28605363,-0.8151232,-1.1680433
1370,-1.546898,-1.0412761,-0.13125841,1.0248901
1371,1.2072021,1.7491843,-0.6806829,1.1344931
1372,0.86978984,1.3058844,0.7143619,-1.6250793
1373,0.539468,-1.1668932,1.9345102,-0.13925974
1374,1.2485837,1.8678242,-0.6167519,1.0823096
1375,1.6533475,1.7785614,1.0264888,0.24655534
1376,1.6861049,0.9956923,1.5045189,-1.2043735
1377,0.13949743,0.304993,-0.8010157,-1.2651873
1378,-0.63522553,-0.82763165,-1.0106796,0.82971704
1379,-1.8191079,-1.3660591,0.054170407,-1.119332
1380,0.06043561,0.5021985,-0.5060017,-0.1036378
1381,0.58394027,0.756971,-0.8880588,1.578336
1382,0.6240819,0.8122621,-0.8852926,0.7065646
1383,1.3197407,1.0974896,1.2073416,-0.2856165
1384,0.7343025,1.2329454,-0.6328766,1.3304787
1385,0.13701981,-0.38051817,1.2747118,-0.39240327
1386,-0.8681752,-0.41461015,0.42579263,-1.4720068
1387,0.35460868,0.4386893,-0.92628706,0.06145723
1388,-0.30527386,0.36553115,-0.16405512,-1.5948477
1389,0.246403,0.92933494,-0.27952296,-0.5119655
1390,0.9709767,1.6945697,-0.4556173,-0.5611453
1391,0.30573407,0.04456439,-1.1468799,0.54179454
1392,-0.79105663,-0.6661146,-0.76587546,-1.368024
1393,0.2778163,0.8864178,-0.45562977,0.13257591
1394,-0.3321807,0.36181387,0.120750755,-1.5386579
1395,-0.7007356,-0.0805848,-0.18780755,-1.5391252
1396,-0.21139723,0.49621078,-0.10899153,0.26313186
1397,-0.2797412,-0.86351275,1.2584953,0.48303673
1398,1.4725598,1.5975461,1.0028588,0.89206666
1399,-1.4448158,-0.93988806,0.17786536,0.65283424
1400,-0.42168278,-1.7055694,-1.6490917,1.0885642
1401,0.644044,0.40036657,-1.1611811,0.8583071
1402,0.29225868,-0.018779067,-1.1730347,-1.0617789
1403,0.38156873,0.7308565,-0.73086554,1.2926238
1404,0.80338675,1.6378745,-0.22467367,-0.63524157
1405,-0.42797977,0.23806867,-0.033163503,-1.6833781
1406,-1.8070714,-1.547612,0.48806456,-0.73719335
1407,-0.5669741,-0.2838904,0.65757376,-0.8137324
1408,0.6611352,0.5096224,1.1061115,0.9268278
1409,0.019033186,0.6697942,-0.35425586,-0.6081315
1410,-0.84400046,-0.241706,-0.14555293,-0.14829308
1411,1.2751967,-0.6711798,-2.1166384,0.13484399
1412,-1.6455356,-2.5626798,1.3388752,-1.2772956
1413,-0.067174636,0.3973072,-0.5559441,0.017603407
1414,0.043191735,0.35688514,0.7074572,-1.4123448
1415,0.9563747,-0.2517453,1.7142111,1.1203873
1416,-0.6244244,-0.096951514,-0.36667037,-0.92794275
1417,-0.30543348,-0.42144832,-0.9884423,-0.24797352
1418,-1.115255,-1.3832254,-0.98970807,-1.2525839
1419,0.13749637,0.36683354,-0.77991503,1.3517126
1420,0.6363381,-0.4270884,1.6157337,-0.41768038
1421,-0.43536174,-0.41268197,0.87553054,0.24097365
1422,0.6188676,1.3765794,-0.06589188,0.8702262
1423,1.0213944,1.6236151,0.59197694,0.47998965
1424,1.4682684,1.826894,-0.85599184,1.2266738
1425,-2.1081984,-1.9371076,-0.5319934,1.5461513
1426,-0.20490359,0.51797426,0.10078545,-1.3982668
1427,-0.8440213,-1.3537706,1.1809261,-1.004198
1428,-1.8064097,-1.5736943,0.51534134,-1.687635
1429,-0.36920854,-1.0995063,-1.3565607,0.7964694
1430,-0.9900668,-0.5520932,0.40635893,1.1137656
1431,-1.2665774,-0.7451349,-0.20957571,1.7444849
1432,2.1324377,0.62208205,1.9602572,-1.7102989
1433,0.5403679,-0.99713147,1.8471384,-1.4421425
1434,-1.1450326,-0.85672003,-0.5746129,0.75075746
1435,-0.8997065,-0.3646141,0.28911307,-0.2449103
1436,-0.7861731,-0.57482207,-0.6894473,-0.012985215
1437,-0.38852984,-0.45950094,0.947878,-1.6215069
1438,-1.2706141,-0.8468091,-0.32786644,1.0213901
1439,-0.17010352,0.42380413,-0.32086763,1.449825
1440,0.43609494,0.56794083,0.88812745,0.39659074
1441,-0.8175702,-0.21095157,-0.18022627,-1.3291619
1442,0.7992551,1.2852842,-0.6732376,-0.28052613
1443,-0.59856784,-0.21490952,-0.54907566,0.24260513
1444,2.1369603,1.2279686,1.6566885,-0.5492101
1445,0.56901205,0.08398089,-1.3014519,1.5325128
1446,-0.6248362,-0.9170121,-1.0674577,-1.6212232
1447,-1.0027465,-0.64663774,0.49793044,-1.6903671
1448,2.0005639,2.4261858,0.8614751,1.6940765
1449,0.22194602,-1.5110943,1.9200957,-1.4374851
1450,2.5593545,0.31405622,-2.358299,-1.1210848
1451,-0.5263906,-0.028599095,0.38806415,-1.0086886
1452,-0.37078395,0.30733034,-0.16719529,0.07792634
1453,0.6358778,1.3669412,-0.3542638,-0.23730314
1454,-1.8084965,-1.748377,0.667945,0.62124485
1455,0.7667337,0.32218608,1.2860441,1.2513299
1456,0.33567837,0.64110166,-0.75956,1.4828556
1457,-1.4377785,-1.025241,-0.36839852,0.56516075
1458,-1.4237063,-0.96996325,-0.31161368,0.055514954
1459,-1.5800925,-1.0790399,0.007228871,1.193799
1460,-0.3590991,0.039860297,-0.54933625,0.9057329
1461,-0.10908832,0.3883456,0.4885269,-0.20979138
1462,-1.8377514,-1.5561322,-0.40526807,-1.0550126
1463,-0.8705742,-0.49442193,-0.52542746,1.0167549
1464,0.48656347,1.0020224,-0.6007949,-1.5920098
1465,-0.2740827,0.4337766,-0.08472598,0.059023898
1466,-0.47971833,-0.017979452,0.49149483,1.5221294
1467,-0.8555511,-0.78135294,0.75696784,-1.4789568
1468,0.02651926,-1.5530033,1.8293468,0.60570335
1469,-1.204838,-1.4066763,-0.95375985,-1.59147
1470,-1.845286,-1.459467,-0.30699012,-0.47358584
1471,0.6886551,-0.95641255,1.9140329,-0.5104854
1472,0.084978186,-1.0817703,-1.6308467,-0.30176786
1473,-1.0565925,-0.73995477,0.5022594,1.2214767
1474,-1.1413082,-0.58964574,0.1573619,0.5232532
1475,2.4034145,1.1047369,1.8761492,0.95071596
1476,1.6270976,0.41562614,1.7703058,-0.23249823
1477,0.4392897,1.028145,0.51012963,-1.4366949
1478,0.23570365,0.95913196,0.22266066,-1.6780752
1479,-0.66327983,-0.115417555,-0.34716186,0.7320887
1480,2.440121,1.5480341,-1.6776377,-1.5280242
1481,1.9713992,1.478612,-1.4298351,-1.720543
1482,0.61014843,-0.66183573,1.7210557,-0.24944644
1483,0.1839512,0.96923816,-0.0084288735,0.43747276
1484,-0.96694237,-2.0497944,-1.5004351,1.0099051
1485,0.08613025,0.33639196,-0.72174764,1.3248364
1486,-1.5487717,-1.4346441,-0.6565497,1.5654098
1487,0.45979545,0.69121534,-0.8309499,0.22762063
1488,-0.8185326,-0.19022307,-0.028157247,-1.0183762
1489,1.0378263,0.83942497,1.1710216,-1.4718622
1490,0.023065394,0.4691977,0.51182604,0.62132275
1491,-0.33766338,0.33693752,-0.19937213,0.16902864
1492,0.3808169,0.43715423,0.94412816,-0.08348502
1493,-1.4334941,-2.2963462,1.3303872,-0.28745887
1494,1.1145422,-0.4614612,1.9091259,-1.4261836
1495,1.302897,1.5146588,0.9357219,-1.3040662
1496,-1.3326843,-0.88896406,0.25047117,-1.2320065
1497,0.3333488,0.54594475,0.82827836,-0.7398977
1498,-1.1970974,-1.5211738,1.0309492,0.33881336
1499,0.15574655,0.6326562,-0.57661754,-1.2999595
1500,0.06757468,-0.12756957,1.0768086,-0.5778887
1501,0.77794427,1.6488819,-0.112561546,0.25180596
1502,-1.8730164,-1.4883146,-0.29267523,-0.5647288
1503,1.5545249,-0.5001182,2.1825397,-0.039274573
1504,-0.7051565,-0.20234567,-0.3082752,0.017707517
1505,-1.42394,-1.1382275,0.5165176,0.36986417
1506,-0.5212619,0.15510388,-0.07754813,-0.5437586
1507,-0.7743957,-0.1774212,-0.18482716,-1.2151519
1508,-0.12186276,-0.1896989,-0.9558903,-0.9374246
1509,-0.07012881,0.655813,-0.16991957,-1.6011356
1510,-0.2261496,0.44849592,-0.22424757,0.68936485
1511,0.7463436,1.5141267,0.32983553,-1.4868472
1512,0.0034202354,0.726377,0.07379347,0.9889716
1513,1.022093,0.1952879,1.5223446,1.5023478
1514,-0.84407914,-0.6120697,-0.6206377,-1.0986156
1515,0.11598895,0.7633385,0.2559084,-1.2898769
1516,-0.7507276,-0.2316854,-0.29679337,0.83669484
1517,1.6938523,1.9402763,-0.9591484,-0.78057384
1518,-0.5134149,0.109761134,0.19348915,1.311259
1519,0.17837134,-0.060241405,1.1075417,-1.1858273
1520,0.38531178,0.1476212,-1.1402731,-0.69683444
1521,-0.93843466,-0.84335923,0.76512367,-0.7396417
1522,1.4622653,2.332636,0.17223209,-1.2905334
1523,-0.58021355,-0.033439577,0.3414364,1.4180909
1524,-0.14235924,-0.7820108,-1.3254876,-0.7759776
1525,1.4510083,0.5013187,-1.6298496,1.0897716
1526,-0.350343,0.3285937,-0.12928094,-0.853624
1527,-0.12613325,0.26747793,-0.62791306,1.0550884
1528,0.3141848,-0.45972556,-1.4373485,0.85145175
1529,0.11969497,0.33025444,0.80227536,-1.0886774
1530,1.0285126,0.5639455,-1.3311651,-1.1996492
1531,1.9144393,-1.1003754,2.6695888,-0.15000914
1532,-0.9428301,-0.93212724,0.8260312,-0.7563351
1533,-0.576954,-0.6695244,-0.93716943,-0.89639235
1534,-1.5282776,-1.8103324,0.97186846,1.0057428
1535,1.1263798,1.8809763,-0.42708495,1.4738412
1536,0.1638156,0.3178136,0.8483909,-1.3860472
1537,-1.2201642,-0.736882,-0.3080599,0.50009346
1538,-0.6680639,-1.3824953,1.30906,1.0384729
1539,0.28782392,-0.18938869,1.2533392,-0.015200811
1540,-0.39885902,-0.18050198,0.7275119,1.4252189
1541,2.294022,1.1624991,-1.7888412,-1.4464048
1542,1.0980942,0.7874687,1.2399671,-1.6699901
1543,-0.36737636,-1.1996535,1.4060415,1.345486
1544,0.32527977,0.82232285,0.54812896,0.28797993
1545,-0.23702013,0.48203433,-0.079286836,0.62008184
1546,-1.7254834,-1.547882,0.5725047,1.6313764
1547,-0.9923455,-0.96356094,-0.81206125,-0.91929
1548,0.18357874,-0.9710998,-1.6311982,-0.07961161
1549,-2.231802,-2.0360754,-0.44421366,-0.89942497
1550,-0.3847197,-1.337773,1.4726185,0.23084746
1551,-0.80849254,-0.2291368,0.23654383,-1.523172
1552,0.8589447,1.3589959,-0.625012,0.29630712
1553,-0.4503015,0.18507743,-0.17234242,0.05875959
1554,-0.4945725,0.08318663,0.24305649,0.017829211
1555,0.6935594,1.4571053,0.3320295,0.8973418
1556,-2.189879,-1.9316012,0.4050682,-1.1150029
1557,1.2314138,1.0851289,1.1564257,1.1917125
1558,-1.4857856,-1.3830276,0.60965407,-0.06746887
1559,-0.80911714,-1.2760556,-1.1567276,-1.1968392
1560,0.25718793,0.8245131,-0.3709109,0.33025193
1561,1.1046873,-1.2760849,2.3043272,-1.0626526
1562,-0.023081759,0.7066808,-0.15493038,0.44334438
1563,0.9190276,1.1492506,0.8743452,0.43693915
1564,1.336073,1.927806,0.6433155,0.9995774
1565,-0.4612553,-0.1419573,0.6378952,-0.71648806
1566,-0.5304668,-0.22578858,-0.6365256,0.22306502
1567,0.09539068,0.29794088,0.76297057,-1.474266
1568,1.2307985,1.5670671,-0.8466847,-0.7195652
1569,2.040088,-0.027072068,-2.23327,-1.4630091
1570,-0.42752865,0.2449844,-0.15462781,-1.3386437
1571,-0.7272191,-0.0922287,-0.12549484,1.2211039
1572,0.68299884,1.3185364,0.495086,-0.2073636
1573,1.8381003,0.51413393,1.8446342,0.26639485
1574,-0.39712632,-0.4166667,0.8640646,-1.1245904
1575,-0.25034517,-0.7223873,-1.2191229,0.57667357
1576,0.026324937,-0.9475847,-1.5248789,-1.072368
1577,-0.26152107,0.44741017,0.058377285,0.3961673
1578,-0.7248618,-0.09667071,0.13145182,-1.4288936
1579,0.14302996,0.69073933,-0.50558466,-1.4814719
1580,0.31626225,-0.13059688,1.2492028,0.4516371
1581,0.4950489,0.832897,-0.75570476,-1.0369058
1582,-0.6044808,0.0020162852,-0.25036618,0.8687015
1583,-0.6126586,-1.0009851,-1.1343292,-1.4689965
1584,0.16522676,0.77438337,-0.3681889,-1.487415
1585,0.13195352,0.7484747,0.411897,-0.15094842
1586,2.2378788,3.2170084,0.22871324,-1.6489118
1587,0.6373676,-0.23960936,1.517517,1.4059215
1588,1.7858089,2.663816,0.41464055,0.31222144
1589,-0.71814376,-0.43782037,0.63734454,0.96491647
1590,0.48674622,1.1913816,-0.37680143,0.18873793
1591,1.3170387,-0.65370053,-2.1317556,0.32452664
1592,0.55349624,0.90080285,0.7504121,-1.6006848
1593,1.8976396,-0.32216766,2.2889156,1.7153496
1594,0.9037478,0.27105883,1.4075147,-0.75832164
1595,1.9002885,0.7982488,1.7367395,-1.1322749
1596,0.094724424,0.48780012,0.60960424,-1.3759811
1597,-0.0844509,0.060078003,-0.7854916,-0.553039
1598,-0.65307784,-0.0010698565,0.038882162,-1.287256
1599,0.5979454,1.1467475,0.57725626,0.028980704
1600,-0.39030185,0.025445823,-0.5381672,0.28997865
1601,0.24864928,0.63399607,-0.67448074,-1.3563164
1602,-1.140318,-0.6605628,0.30726168,-0.12119531
1603,-0.8449906,-0.22430968,0.09948734,1.2673723
1604,-0.5379783,-1.1996481,-1.2916042,0.15882789
1605,-0.6136626,-0.30241796,-0.5578162,0.0015494258
1606,-0.21667172,0.24745011,-0.54150116,-0.3723017
1607,-1.7504793,-1.2640667,0.06480676,1.2150218
1608,-0.59610873,-0.112946495,-0.42823517,0.111934036
1609,-0.55627245,-0.5188998,0.84573805,-0.80358845
1610,0.6342607,-1.7909758,-2.3000848,1.5201597
1611,-0.4096162,0.16350654,0.28236356,-0.71994364
1612,-1.2976182,-0.7537836,0.032561705,-0.20098564
1613,-1.6992035,-1.9236907,-0.9162524,1.498731
1614,0.25076833,0.9670559,0.2957526,0.023228953
1615,-0.24229462,-0.11177783,-0.8282346,-1.1159878
1616,0.01809627,-1.2156618,-1.6607641,0.7913724
1617,0.52439404,1.1149527,-0.53100973,1.1902323
1618,-1.5892905,-3.371072,1.7924716,0.27961877
1619,-0.65667516,-0.059086107,0.106389716,0.75919867
1620,-2.249941,-1.8823646,-0.08462173,-1.2347275
1621,0.12617935,0.7347903,0.4292875,0.629675
1622,-0.0774437,0.03171973,0.8520399,-1.1050981
1623,-0.37912366,-1.058298,1.31527,-0.7694338
1624,-1.2683078,-0.9973748,0.5291939,1.6431619
1625,-0.07555136,0.61104786,0.24184734,0.9298548
1626,-0.38308415,-0.29087836,-0.837569,0.32907894
1627,1.7852722,0.4838689,1.8288709,-1.4081715
1628,0.8697528,1.6124018,-0.40399316,0.59330577
1629,0.32510856,0.862777,-0.5542545,1.6714014
1630,-0.40820274,-0.9218526,1.2247026,-1.6094266
1631,-0.89623874,-0.28183654,-0.06494269,-1.4944928
1632,0.56546795,-0.5037365,-1.6159562,1.2397949
1633,-0.15295912,-0.03819983,0.8406884,-1.2272601
1634,0.0032004649,0.64692897,-0.31918478,-1.1628683
1635,2.4587784,-0.19691148,2.5393586,1.0301764
1636,1.3105751,1.1955454,-1.1495996,1.5847018
1637,0.8997341,1.7042748,0.20431148,-0.5524347
1638,0.46699697,0.68559396,0.83062416,-1.2169046
1639,-0.77076375,-0.7212106,-0.82399297,1.3003249
1640,-0.4435187,0.22065096,-0.12958238,0.23838006
1641,-0.8268144,-0.81528175,-0.83671683,1.400051
1642,-0.6858745,-0.039911382,-0.088997684,-1.5917593
1643,0.07211815,0.77991647,0.25996083,-1.0586183
1644,-0.74594355,-1.3624622,-1.2487001,0.9045199
1645,-1.8550091,-1.3924544,0.112223215,-0.9483587
1646,-0.32643658,0.34343874,-0.20706446,-0.7671969
1647,0.4947366,0.9541738,-0.64291584,-0.58915114
